Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Luxembourg,LUX,38.9375795053004,68.2113286713287,72.4006699507389,72.58,74.0629572836802,74.6230361173815,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Madagascar,MDG,98.0613483146067,110.232242424242,65.8307849829352,70.8151803278688,74.4445180722892,84.8420807453416,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Malawi,MWI,71.8120833333333,72.0898863636364,70.612479338843,65.0059090909091,65.3948333333333,68.4866176470588,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Malaysia,MYS,68.2300854244528,46.4516810521989,39.4625384405423,38.6864701312155,33.1346682433885,38.3780803883835,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Maldives,MDV,107.718125,98.0523913043478,96.7049557522124,96.7980147058824,96.4285185185185,82.5598857142857,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Mali,MLI,98.6597619047619,59.0360992907801,81.2751475409836,84.9756730769231,83.6635190615836,64.7947285067873,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Malta,MLT,67.6498275862069,99.336103286385,99.0244725738397,99.8672340425532,98.2311515151515,99.4164444444445,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Marshall Islands,MHL,..,99.009,99.5328571428571,95.342,95.342,79.4516666666667,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Mauritania,MRT,99.9694047619048,99.5328571428571,93.0084545454545,99.2418253968254,83.5330169491526,81.822384341637,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Mauritius,MUS,109.061637931034,86.3178600823045,62.7805759162304,62.6639240506329,63.802095959596,65.1709405940594,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Mexico,MEX,88.0956682853941,68.687579588015,59.1499446643681,58.8006554372491,54.8230428066612,52.7068603025561,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,"Micronesia, Fed. Sts.",FSM,..,95.9061538461538,96.9135714285714,96.9135714285714,95.342,84.1252941176471,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Moldova,MDA,..,19.1274217585693,29.9284401114206,28.2515953307393,28.5769950124688,30.2730221130221,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Mongolia,MNG,18.942868157286,14.6272555555556,19.9909357997824,18.7195088300221,19.4584161849711,16.7911062190424,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Montenegro,MNE,..,..,30.8544933920705,31.0538738738739,31.5424152542373,39.450663507109,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Morocco,MAR,76.6306810860562,59.2954671072394,61.9619842598794,56.3900179856115,54.0091322248614,54.9817469879518,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Mozambique,MOZ,73.9948214285714,84.8795104895105,91.3570520231214,123.627941834452,62.4170212765958,97.1533333333333,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Myanmar,MMR,48.8349880668258,60.2381145833333,52.7249300956586,56.8341960093897,52.83489216202,66.253928734582,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Namibia,NAM,..,84.114175257732,57.4048691099476,82.782525,82.3572131147541,84.6101376146789,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Nauru,NRU,95.9061538461538,93.7122222222222,88.008,95.342,95.342,79.4516666666667,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Nepal,NPL,57.7357446808511,60.2435714285714,67.3788669950739,65.162538569425,48.6473529411765,57.7532869379015,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Netherlands,NLD,41.1391176272329,40.8521423290203,42.2713238289206,45.0784855560745,41.1763443172475,39.7654141656663,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,New Zealand,NZL,43.1624473330345,55.415206779661,56.4660251968504,57.8483957219251,59.6357409133271,62.4730724823605,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Nicaragua,NIC,101.08,92.7935809018568,91.389153674833,90.9816596638655,94.5626755218216,97.4685873605948,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Niger,NER,61.7278333333333,66.7722388059701,86.0413407821229,83.1557070707071,84.6946700507614,82.8332487309645,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Nigeria,NGA,43.9229314664702,41.4953805705271,56.2370484104046,57.365512908778,50.1207526583449,56.8753661686036,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,North Macedonia,MKD,..,31.9719160997732,31.9972451456311,33.8891131105398,37.2092647058824,38.5059810554804,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Norway,NOR,75.0981506849315,69.8860475352113,79.2133420570531,77.1334482758621,72.5807867494824,61.590139657444,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Oman,OMN,44.0410092514718,36.2470097604259,17.2557632398754,16.5177105630526,13.7284319180088,8.8853825136612,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Pakistan,PAK,54.3052366912367,56.3563139168446,47.898450034459,47.4679273768465,47.171800232288,45.9771169075705,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Palau,PLW,..,99.5328571428571,100.009090909091,101.675909090909,101.675909090909,86.0334615384615,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Panama,PAN,89.6983643122677,97.7172159090909,89.9987558906692,80.4919503546099,84.9921495327103,81.5796843082637,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Papua New Guinea,PNG,92.4354377880184,85.8234042553191,93.603154875717,93.2055195911414,86.399766718507,76.3197378768021,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Paraguay,PRY,96.3694685990338,95.6336931818182,93.4739056603774,92.4240319715808,89.401114599686,95.1368531468531,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Peru,PER,86.0136354823073,81.5433485754485,52.5539155896607,49.2243192577163,51.7141025641026,56.4807518131965,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Philippines,PHL,85.6591087169442,69.692539964476,42.3579744376278,42.1769974140408,45.7479783584059,44.9803402177394,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Poland,POL,9.75228085203586,16.8301795678198,19.1099953072101,19.6221845033947,20.2944123854005,22.1030523120037,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Portugal,PRT,68.9917433649866,62.5221715861174,52.1460631443299,52.8852775963423,49.7049528585757,53.3354470877769,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Qatar,QAT,21.8148484848485,45.1920202485044,15.8034919571046,5.50962189054726,3.21759332613132,2.92826805816135,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Romania,ROU,32.1135990268204,30.5597085958596,30.7374142480211,30.5489189189189,32.600585733882,33.5205243182457,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Russian Federation,RUS,51.4503372026958,22.3895030547163,22.8274712749843,24.5087395292683,23.2213746765712,25.5628871905415,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Rwanda,RWA,95.9061538461538,93.7905769230769,95.4360256410256,95.0703703703704,91.4778494623656,82.0709523809524,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Samoa,WSM,93.3418181818182,95.342,99.009,99.5328571428571,97.7866666666667,81.8963333333333,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Sao Tome and Principe,STP,95.342,95.342,94.7308333333333,94.7308333333333,94.7308333333333,100.8425,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Saudi Arabia,SAU,53.1680840194723,81.252099533437,72.0248498137691,76.9789242003689,74.046423887087,57.9248209217947,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Senegal,SEN,126.062961373391,80.5656157635468,61.6202496878901,66.8788914819137,73.9722413793103,68.8671471774194,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Serbia,SRB,..,..,17.814548212351,21.2329907024793,18.8140810451727,19.2390614186851,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Seychelles,SYC,100.231333333333,98.6296551724138,80.4951219512195,106.024130434783,98.2756,112.047222222222,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Sierra Leone,SLE,143.444411764706,97.1755,96.6442990654206,96.6472033898305,96.3562765957447,97.0227083333333,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Singapore,SGP,146.334522207268,107.383332550493,78.833820582878,76.2597435897436,84.1475758241758,34.3423765164645,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Slovak Republic,SVK,..,12.6856816390859,23.2666363084396,23.2664827586207,25.7226634146341,27.2289301587302,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Slovenia,SVN,..,46.102310866575,45.988198630137,49.7843280182232,49.1996127562642,48.9635319454415,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Solomon Islands,SLB,97.7866666666667,64.1725,49.8335897435897,57.1620588235294,61.5109677419355,46.8561111111111,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Somalia,SOM,97.9541095890411,98.0361224489796,97.0344615384615,97.0344615384615,97.0344615384615,97.7866666666667,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,South Africa,ZAF,16.413104659614,11.7056028518245,11.7009590953831,12.6533519353543,14.2915300790812,14.2115870925255,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,South Sudan,SSD,..,..,99.8941379310345,100.423071895425,98.6553299492386,99.8356647398844,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Spain,ESP,55.5831383127151,54.8455978316457,52.9766717462932,53.5516529714475,53.2922643202747,56.7722199732826,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Sri Lanka,LKA,95.5902864583333,89.0413357731016,82.4062016574586,74.4442670454546,67.5405206286837,75.1793524851801,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,St. Kitts and Nevis,KNA,96.6754545454546,90.71,97.2552173913044,100.443913043478,97.7866666666667,95.342,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,St. Lucia,LCA,94.9105882352941,96.7680555555555,127.1990625,113.065833333333,108.08,118.391714285714,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,St. Vincent and the Grenadines,VCT,100.8425,91.675,95.0086363636364,75.8689655172414,100.009090909091,81.4888888888889,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Sudan,SDN,95.6697765363128,98.3813153153153,94.5580206896552,91.9979256360078,100.945505617978,87.87908203125,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Suriname,SUR,98.6296551724138,146.43222972973,88.712576419214,81.951893939394,59.6054181818182,71.5938095238095,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Sweden,SWE,71.9309372071228,69.3550281531531,81.2798914919852,82.8967084398977,69.0836607142857,82.8218277906677,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Switzerland,CHE,80.5842926378952,71.2258750857927,70.2195078196872,67.0268160080544,67.7685652062516,62.8231810148952,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Syrian Arab Republic,SYR,96.0587825498816,88.2102276751834,77.2436193907632,70.4139859623199,72.0444393241167,74.6565721844293,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Tajikistan,TJK,..,33.1696818181818,58.2542405063291,57.3430201342282,53.2331302521008,40.1770302013423,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Tanzania,TZA,99.5328571428571,68.7407118644068,73.1703885291397,72.4164085820896,77.072874251497,73.6758058608059,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Thailand,THA,64.3174243450768,57.8641541007723,44.3376430694201,44.8288127271321,43.7787501900563,46.0597253758822,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Timor-Leste,TLS,..,..,96.4580434782609,96.8641509433962,82.3572131147541,71.745652173913,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Togo,TGO,59.3524742268041,79.6922834645669,92.6179428571429,104.936163522013,99.7343406593407,97.2552173913043,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Tonga,TON,96.25875,95.342,94.7308333333333,103.342727272727,110.01,85.5633333333333,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Trinidad and Tobago,TTO,25.2090007087172,26.8385584958217,22.1504223493181,20.7774361313869,23.6474929444967,31.299243006034,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Tunisia,TUN,64.0591563636364,53.6296559961777,42.5739110945088,41.1472251127298,45.7787933940007,45.5117833735771,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Turkiye,TUR,44.0556256285017,37.7974222140153,24.3471650375585,23.3192091357445,26.0347717511875,26.5311497904375,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Turkmenistan,TKM,..,33.5055332428765,28.1922941870758,28.7755806590876,27.9247544395117,27.7494445987226,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Tuvalu,TUV,73.34,73.34,110.01,110.01,110.01,110.01,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Uganda,UGA,95.1563291139241,94.2942857142857,79.6091100702576,78.2138607594937,85.9405967078189,78.2552028218695,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Ukraine,UKR,..,9.78960017486045,10.2760644080417,12.6070969235302,15.4503138261644,16.4518474534161,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,United Arab Emirates,ARE,31.8380324909747,55.1871788502484,36.6839429657795,39.8574815056571,21.6554076479076,26.238556101474,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,United Kingdom,GBR,36.7095228942499,36.5814585376896,34.8359334304507,38.9010492949259,41.5023031196144,44.2916382063396,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,United States,USA,41.1534370968774,40.1290255193104,40.7311871893113,40.7126558917254,42.7982619576583,43.5101449687439,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Uruguay,URY,97.2469350649351,89.6601648351648,95.8601630434783,95.9061538461538,94.5963581183612,96.0832618683002,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Uzbekistan,UZB,..,16.1849428876654,7.18295058781932,7.25677070486671,7.32822121540431,6.11109734513274,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Vanuatu,VUT,94.2942857142857,93.7122222222222,96.6754545454546,96.25875,94.2942857142857,81.4888888888889,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,"Venezuela, RB",VEN,66.3381351823119,63.145854602277,55.2883093563512,55.3388946110964,51.1646463077985,47.4972213994817,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Viet Nam,VNM,49.5572840847366,46.1381633870006,28.3086766907505,27.7265751067869,24.3613604206501,23.477514182338,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,"Yemen, Rep.",YEM,50.4764759036145,100.400295176386,80.9801631878558,77.7607188318982,65.9595496129486,74.4859375,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Zambia,ZMB,50.9900364963504,74.1503867403315,61.2319811320755,60.8874791666667,59.2361538461538,52.610626118068,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Zimbabwe,ZWE,11.3137931034483,24.0362481751825,33.2878155339806,30.6941481481481,29.2472822580645,28.7954595086442,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Africa Eastern and Southern,AFE,23.5954202268455,21.8664374531048,24.1917994876421,27.1869812675175,27.8602166763907,28.1543193190165,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Africa Western and Central,AFW,55.6601370862889,47.3780814928358,60.8210684333416,62.9789672689354,60.071330881602,62.6384461190034,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Arab World,ARB,54.9260019382074,70.1858716327958,56.6701767494775,57.8265961239069,53.6105199651725,49.1476070948397,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Caribbean small states,CSS,63.2044078112685,73.4903620074341,55.5142426749777,52.2920848417254,53.3611910474388,61.7404357642008,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Central Europe and the Baltics,CEB,20.7670078686289,22.1694400411372,23.7169086259142,24.782254735694,25.7528297341258,26.8847135427672,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Early-demographic dividend,EAR,52.0153124861823,49.8870745659997,39.184620154794,39.0333578334279,39.5430553642365,38.1167256490709,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,East Asia & Pacific,EAS,34.4904219661755,33.7033810256874,19.461668026184,19.4299363206287,19.9190616775503,19.8804449791576,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,East Asia & Pacific (excluding high income),EAP,21.3443777480574,25.3547019092058,15.8831845117776,16.102926682208,16.71527633478,16.8865775982347,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,22.0629616793293,25.7269212483525,15.8983952942631,16.1247724324457,16.7266386281592,16.9035280717747,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Euro area,EMU,..,47.8257830763181,43.222851504734,45.0566689878864,42.0700557380011,42.3892937999061,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Europe & Central Asia,ECS,..,35.0619474084473,31.6634102958613,33.0904417255745,31.3736106814006,32.2782059647087,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Europe & Central Asia (excluding high income),ECA,..,22.5991938117016,21.4787020626903,22.6369399545085,23.0485321967695,24.3289746058868,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,..,22.5033433702874,21.6162481586336,22.6967447127468,23.1828051586743,24.4762565500727,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,European Union,EUU,..,43.2456940215305,39.8541484042905,41.4513417676395,38.2827885496209,38.9335330894091,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Fragile and conflict affected situations,FCS,60.3025229311134,66.2820316573317,64.2099758273044,63.5696191408215,61.2610280839174,63.6386837653841,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Heavily indebted poor countries (HIPC),HPC,89.6323160275019,76.4576869668753,75.5529217368691,77.2000564292393,77.2569352822236,74.9285215128421,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,High income,HIC,45.3865841976014,44.0505140746553,41.1645069830877,41.8193523246249,41.9008409860142,41.3014005514182,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,IBRD only,IBD,39.6173799380284,33.2020610537757,23.6143610691885,24.0021675794484,24.5214815130323,24.9288378678713,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,IDA & IBRD total,IBT,40.3924969809212,34.0655895987313,24.5912815206253,25.0138127489116,25.4628911145458,25.9168370032535,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,IDA blend,IDB,..,38.2969902969483,40.6718648420473,42.1326452253871,41.1867928102793,41.7555718336329,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,IDA only,IDX,86.9722641504518,76.9708660221719,65.9537170810168,65.5322314028318,61.3958244919633,60.6062237501611,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,IDA total,IDA,..,50.6850740321574,51.4400157638342,52.2196588810357,50.0939058449956,50.1133011400649,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Late-demographic dividend,LTE,34.87133359644,27.0843929815453,19.1324656122066,19.49651578188,19.5247516595019,20.02436222735,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Latin America & Caribbean,LCN,76.5691002766529,68.7988399908964,61.8237199033395,61.5415229815149,59.6670999383588,59.2293304510557,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Latin America & Caribbean (excluding high income),LAC,79.2815229708655,69.9487159928548,63.1383879572827,62.7476177149701,61.0210196834236,60.7541675199651,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,76.0455551021361,68.3593851198025,61.2515339195435,61.0226305872718,59.0147940397045,58.701140820319,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Least developed countries: UN classification,LDC,71.2345844175067,67.2028144738503,61.3687032707973,65.1550939934085,56.5838258936921,55.9678630766164,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Low & middle income,LMY,41.2339461114905,33.9059824978005,24.2373474272073,24.6650546425,25.1868040277285,25.6432547494059,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Low income,LIC,34.6865449757605,51.7402660506143,68.6287197668417,66.4543850393834,67.514171114358,65.3766097324973,..,..,..,..,..,..
